kappa,WAreroute,WAsever,gap
0.0,1.0,0.870437378160438,0.12956262183956202
0.25,0.9748144840745616,0.870437378160438,0.10437710591412364
0.5,0.965304323705034,0.870437378160438,0.09486694554459607
0.75,0.9611452464822422,0.870437378160438,0.09070786832180422
1.0,0.9591081579323436,0.870437378160438,0.08867077977190563
