kappa,WA_reroute,WB_reroute,WC_reroute,WA_sever,WB_sever,WC_sever,Wglobal_reroute,Wglobal_sever,gap_global
0.0,1.0,1.0,1.0,0.870437378160438,0.9452144499624924,0.8943197544835982,1.0,0.9033238608688429,0.09667613913115713
0.25,0.9748144840745616,0.9788196689777233,1.0055808114616684,0.870437378160438,0.9452144499624924,0.8943197544835982,0.9864049881713178,0.9033238608688429,0.08308112730247497
0.5,0.965304323705034,0.9707647336369696,1.007806847035126,0.870437378160438,0.9452144499624924,0.8943197544835982,0.98129196812571,0.9033238608688429,0.07796810725686709
0.75,0.9611452464822422,0.96723213737894,1.0088019565197988,0.870437378160438,0.9452144499624924,0.8943197544835982,0.9790597801269936,0.9033238608688429,0.07573591925815071
1.0,0.9591081579323435,0.9654996822954464,1.009294258184351,0.870437378160438,0.9452144499624924,0.8943197544835982,0.9779673661373803,0.9033238608688429,0.07464350526853747
